Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2022-03-20,Front Incline Barbell Curl,Biceps,15.0,kgs,12,,,,""
2022-03-20,Cable Overhead Triceps Extension,Triceps,5.0,kgs,15,,,,""
2022-03-20,Cable Overhead Triceps Extension,Triceps,5.0,kgs,15,,,,""
2022-03-23,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-03-23,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-03-23,Overhead Press,Shoulders,30.0,kgs,5,,,,""
2022-03-23,Overhead Press,Shoulders,32.5,kgs,5,,,,""
2022-03-23,Overhead Press,Shoulders,32.5,kgs,5,,,,""
2022-03-23,Overhead Press,Shoulders,32.5,kgs,5,,,,""
2022-03-23,Chin Up,Back,0.0,kgs,5,,,,""
2022-03-23,Chin Up,Back,0.0,kgs,5,,,,""
2022-03-23,Chin Up,Back,0.0,kgs,6,,,,""
2022-03-23,Barbell Squat,Legs,20.0,kgs,8,,,,""
2022-03-23,Barbell Squat,Legs,20.0,kgs,8,,,,""
2022-03-23,Barbell Squat,Legs,40.0,kgs,5,,,,""
2022-03-23,Barbell Squat,Legs,40.0,kgs,6,,,,""
2022-04-11,Flat Barbell Bench Press,Chest,30.0,kgs,12,,,,""
2022-04-11,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,,""
2022-04-11,Flat Barbell Bench Press,Chest,45.0,kgs,5,,,,""
2022-04-11,Flat Barbell Bench Press,Chest,45.0,kgs,5,,,,""
2022-04-11,Flat Barbell Bench Press,Chest,45.0,kgs,8,,,,""
2022-04-11,Underhand Barbell Rows,Back,20.0,kgs,12,,,,""
2022-04-11,Underhand Barbell Rows,Back,40.0,kgs,8,,,,""
2022-04-11,Underhand Barbell Rows,Back,50.0,kgs,5,,,,""
2022-04-11,Underhand Barbell Rows,Back,50.0,kgs,5,,,,""
2022-04-11,Underhand Barbell Rows,Back,50.0,kgs,8,,,,""
2022-04-11,Barbell Squat,Legs,20.0,kgs,8,,,,""
2022-04-11,Barbell Squat,Legs,40.0,kgs,5,,,,""
2022-04-11,Barbell Squat,Legs,50.0,kgs,5,,,,"high bar - bar on top of traps not super comft yet"
2022-04-11,Barbell Squat,Legs,50.0,kgs,5,,,,""
2022-04-11,Barbell Squat,Legs,50.0,kgs,5,,,,""
2022-04-13,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-04-13,Overhead Press,Shoulders,30.0,kgs,3,,,,""
2022-04-13,Overhead Press,Shoulders,35.0,kgs,5,,,,"felt shaky/weak - RPE 8.5"
2022-04-13,Overhead Press,Shoulders,35.0,kgs,5,,,,"RPE 9.5"
2022-04-13,Overhead Press,Shoulders,35.0,kgs,5,,,,""
2022-04-13,Overhead Press,Shoulders,30.0,kgs,6,,,,"messed up breathing last rep, could have done 8 possibly..."
2022-04-13,Chin Up,Back,0.0,kgs,5,,,,"Use the Smith machine - must better on wrists"
2022-04-13,Chin Up,Back,0.0,kgs,5,,,,""
2022-04-13,Chin Up,Back,0.0,kgs,8,,,,"last 2 reps RPE 8"
2022-04-13,Deadlift,Back,60.0,kgs,5,,,,""
2022-04-13,Deadlift,Back,60.0,kgs,5,,,,""
2022-04-13,Deadlift,Back,70.0,kgs,5,,,,""
2022-04-15,Flat Barbell Bench Press,Chest,30.0,kgs,12,,,,""
2022-04-15,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,,""
2022-04-15,Flat Barbell Bench Press,Chest,45.0,kgs,3,,,,""
2022-04-15,Flat Barbell Bench Press,Chest,47.5,kgs,5,,,,"RPE 6"
2022-04-15,Flat Barbell Bench Press,Chest,47.5,kgs,5,,,,"RPE 7 (form - closer to sternum or clavicle?)"
2022-04-15,Flat Barbell Bench Press,Chest,47.5,kgs,8,,,,"RPE 7.5"
2022-04-15,Underhand Barbell Rows,Back,35.0,kgs,12,,,,""
2022-04-15,Underhand Barbell Rows,Back,47.5,kgs,5,,,,""
2022-04-15,Underhand Barbell Rows,Back,47.5,kgs,8,,,,""
2022-04-15,Underhand Barbell Rows,Back,47.5,kgs,10,,,,""
2022-04-15,Underhand Barbell Rows,Back,52.5,kgs,5,,,,""
2022-04-15,Barbell Squat,Legs,20.0,kgs,8,,,,""
2022-04-15,Barbell Squat,Legs,40.0,kgs,5,,,,""
2022-04-15,Barbell Squat,Legs,50.0,kgs,3,,,,""
2022-04-15,Barbell Squat,Legs,55.0,kgs,5,,,,""
2022-04-15,Barbell Squat,Legs,55.0,kgs,5,,,,""
2022-04-15,Barbell Squat,Legs,55.0,kgs,8,,,,""
2022-04-18,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-04-18,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-04-18,Overhead Press,Shoulders,30.0,kgs,5,,,,""
2022-04-18,Overhead Press,Shoulders,35.0,kgs,5,,,,""
2022-04-18,Overhead Press,Shoulders,35.0,kgs,6,,,,"failed a 7th rep, breathing felt out of rhythm though"
2022-04-18,Chin Up,Back,0.0,kgs,5,,,,""
2022-04-18,Chin Up,Back,2.5,kgs,5,,,,""
2022-04-18,Chin Up,Back,2.5,kgs,5,,,,""
2022-04-18,Chin Up,Back,2.5,kgs,7,,,,"last rep was sloppy grind"
2022-04-18,Barbell Squat,Legs,20.0,kgs,8,,,,""
2022-04-18,Barbell Squat,Legs,40.0,kgs,5,,,,""
2022-04-18,Barbell Squat,Legs,50.0,kgs,5,,,,""
2022-04-18,Barbell Squat,Legs,57.5,kgs,5,,,,""
2022-04-18,Barbell Squat,Legs,57.5,kgs,5,,,,""
2022-04-20,Flat Barbell Bench Press,Chest,20.0,kgs,8,,,,""
2022-04-20,Flat Barbell Bench Press,Chest,30.0,kgs,8,,,,""
2022-04-20,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,,""
2022-04-20,Flat Barbell Bench Press,Chest,40.0,kgs,6,,,,""
2022-04-20,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,,""
2022-04-20,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,,""
2022-04-20,Flat Barbell Bench Press,Chest,50.0,kgs,8,,,,""
2022-04-20,Underhand Barbell Rows,Back,40.0,kgs,8,,,,""
2022-04-20,Underhand Barbell Rows,Back,50.0,kgs,3,,,,""
2022-04-20,Underhand Barbell Rows,Back,55.0,kgs,5,,,,""
2022-04-20,Underhand Barbell Rows,Back,55.0,kgs,5,,,,""
2022-04-20,Underhand Barbell Rows,Back,55.0,kgs,8,,,,""
2022-04-20,Deadlift,Back,60.0,kgs,5,,,,""
2022-04-20,Deadlift,Back,70.0,kgs,5,,,,""
2022-04-20,Deadlift,Back,80.0,kgs,5,,,,""
2022-04-22,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-04-22,Overhead Press,Shoulders,30.0,kgs,5,,,,""
2022-04-22,Overhead Press,Shoulders,37.5,kgs,5,,,,""
2022-04-22,Overhead Press,Shoulders,37.5,kgs,5,,,,""
2022-04-22,Overhead Press,Shoulders,37.5,kgs,6,,,,""
2022-04-22,Overhead Press,Shoulders,40.0,kgs,3,,,,""
2022-04-22,Overhead Press,Shoulders,42.5,kgs,2,,,,""
2022-04-22,Overhead Press,Shoulders,45.0,kgs,1,,,,""
2022-04-22,Chin Up,Back,0.0,kgs,5,,,,""
2022-04-22,Chin Up,Back,5.0,kgs,5,,,,""
2022-04-22,Chin Up,Back,5.0,kgs,5,,,,""
2022-04-22,Chin Up,Back,5.0,kgs,5,,,,""
2022-04-22,Seated Dumbbell Press,Shoulders,15.0,kgs,8,,,,""
2022-04-22,Seated Dumbbell Press,Shoulders,15.0,kgs,10,,,,""
2022-04-22,Seated Dumbbell Press,Shoulders,15.0,kgs,10,,,,""
2022-04-22,Dumbbell Curl,Biceps,9.0,kgs,8,,,,""
2022-04-22,Dumbbell Curl,Biceps,9.0,kgs,8,,,,""
2022-04-22,Dumbbell Curl,Biceps,9.0,kgs,8,,,,""
2022-04-22,Barbell Curl,Biceps,15.0,kgs,12,,,,"superset with db curls"
2022-04-22,Barbell Curl,Biceps,15.0,kgs,12,,,,""
2022-04-22,Barbell Curl,Biceps,15.0,kgs,12,,,,""
2022-04-22,Cable Face Pull,Shoulders,12.5,kgs,12,,,,""
2022-04-22,Cable Face Pull,Shoulders,20.0,kgs,12,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,30.0,kgs,12,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,50.0,kgs,3,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,55.0,kgs,5,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,55.0,kgs,5,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,55.0,kgs,5,,,,""
2022-04-25,Flat Barbell Bench Press,Chest,57.5,kgs,4,,,,""
2022-04-25,Underhand Barbell Rows,Back,40.0,kgs,12,,,,""
2022-04-25,Underhand Barbell Rows,Back,50.0,kgs,5,,,,""
2022-04-25,Underhand Barbell Rows,Back,60.0,kgs,5,,,,"form doesn't feel natural for contraction yet, and lower back feels pressure"
2022-04-25,Underhand Barbell Rows,Back,60.0,kgs,5,,,,""
2022-04-25,Underhand Barbell Rows,Back,60.0,kgs,8,,,,"maybe stay on weight for a 1-2 workouts to consolidate lower back/form"
2022-04-25,Barbell Squat,Legs,20.0,kgs,12,,,,""
2022-04-25,Barbell Squat,Legs,40.0,kgs,12,,,,""
2022-04-25,Barbell Squat,Legs,50.0,kgs,8,,,,""
2022-04-25,Barbell Squat,Legs,60.0,kgs,5,,,,""
2022-04-25,Barbell Squat,Legs,60.0,kgs,5,,,,""
2022-04-25,Barbell Squat,Legs,60.0,kgs,8,,,,""
2022-04-27,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-04-27,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-04-27,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-04-27,Overhead Press,Shoulders,40.0,kgs,3,,,,""
2022-04-27,Overhead Press,Shoulders,37.5,kgs,2,,,,""
2022-04-27,Overhead Press,Shoulders,37.5,kgs,5,,,,""
2022-04-27,Overhead Press,Shoulders,37.5,kgs,5,,,,""
2022-04-27,Overhead Press,Shoulders,40.0,kgs,5,,,,"failed 42.5 -- felt real heavy"
2022-04-27,Chin Up,Back,0.0,kgs,5,,,,""
2022-04-27,Chin Up,Back,5.0,kgs,5,,,,""
2022-04-27,Chin Up,Back,5.0,kgs,5,,,,""
2022-04-27,Chin Up,Back,5.0,kgs,5,,,,"feeling less back stretch, more front delt/bicep incorporation"
2022-04-27,Deadlift,Back,60.0,kgs,5,,,,""
2022-04-27,Deadlift,Back,80.0,kgs,3,,,,""
2022-04-27,Deadlift,Back,85.0,kgs,3,,,,""
2022-04-29,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,,""
2022-04-29,Flat Barbell Bench Press,Chest,30.0,kgs,8,,,,""
2022-04-29,Flat Barbell Bench Press,Chest,40.0,kgs,8,,,,""
2022-04-29,Flat Barbell Bench Press,Chest,50.0,kgs,3,,,,""
2022-04-29,Flat Barbell Bench Press,Chest,57.5,kgs,5,,,,""
2022-04-29,Flat Barbell Bench Press,Chest,57.5,kgs,5,,,,"shaky breathing/form grinded last rep"
2022-04-29,Flat Barbell Bench Press,Chest,57.5,kgs,5,,,,"didn't feel confident to try for 8 reps"
2022-04-29,Flat Barbell Bench Press,Chest,60.0,kgs,4,,,,""
2022-04-29,Underhand Barbell Rows,Back,40.0,kgs,8,,,,""
2022-04-29,Underhand Barbell Rows,Back,50.0,kgs,5,,,,""
2022-04-29,Underhand Barbell Rows,Back,60.0,kgs,5,,,,""
2022-04-29,Underhand Barbell Rows,Back,60.0,kgs,5,,,,""
2022-04-29,Barbell Squat,Legs,20.0,kgs,12,,,,""
2022-04-29,Barbell Squat,Legs,40.0,kgs,8,,,,""
2022-04-29,Barbell Squat,Legs,65.0,kgs,5,,,,""
2022-04-29,Barbell Squat,Legs,65.0,kgs,5,,,,""
2022-04-29,Barbell Squat,Legs,65.0,kgs,8,,,,""
2022-04-29,Incline Dumbbell Bench Press,Chest,15.0,kgs,12,,,,""
2022-04-29,Incline Dumbbell Bench Press,Chest,15.0,kgs,12,,,,""
2022-04-29,Incline Dumbbell Bench Press,Chest,15.0,kgs,12,,,,""
2022-04-29,Incline Dumbbell Bench Press,Chest,15.0,kgs,12,,,,""
2022-04-29,Underhand One handed Chest Fly,Chest,15.0,kgs,12,,,,""
2022-04-29,Underhand One handed Chest Fly,Chest,15.0,kgs,12,,,,""
2022-05-02,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-05-02,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-05-02,Overhead Press,Shoulders,30.0,kgs,5,,,,""
2022-05-02,Overhead Press,Shoulders,40.0,kgs,5,,,,"grinded last rep"
2022-05-02,Overhead Press,Shoulders,40.0,kgs,5,,,,"last rep: 9.5 RPE"
2022-05-02,Overhead Press,Shoulders,40.0,kgs,4,,,,""
2022-05-02,Overhead Press,Shoulders,42.5,kgs,1,,,,"vibes off busy gym + felt weak, had lunch at 1pm"
2022-05-02,Lat Pulldown,Back,35.0,kgs,12,,,,""
2022-05-02,Lat Pulldown,Back,35.0,kgs,10,,,,""
2022-05-02,Lat Pulldown,Back,30.0,kgs,12,,,,""
2022-05-02,Lat Pulldown,Back,30.0,kgs,10,,,,""
2022-05-02,Barbell Squat,Legs,20.0,kgs,12,,,,""
2022-05-02,Barbell Squat,Legs,40.0,kgs,8,,,,""
2022-05-02,Barbell Squat,Legs,60.0,kgs,5,,,,""
2022-05-02,Barbell Squat,Legs,70.0,kgs,5,,,,""
2022-05-02,Barbell Squat,Legs,70.0,kgs,5,,,,""
2022-05-02,Barbell Squat,Legs,70.0,kgs,8,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,20.0,kgs,8,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,40.0,kgs,5,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,55.0,kgs,2,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,60.0,kgs,4,,,,"last rep breathing felt bad - didn't go for it"
2022-05-04,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-04,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,"last couple reps a little grindy"
2022-05-04,Pendlay Row,Back,40.0,kgs,8,,,,""
2022-05-04,Pendlay Row,Back,50.0,kgs,8,,,,"felt a little heavy -- not getting full ROM"
2022-05-04,Pendlay Row,Back,45.0,kgs,8,,,,""
2022-05-04,Pendlay Row,Back,45.0,kgs,8,,,,""
2022-05-04,Pendlay Row,Back,45.0,kgs,8,,,,""
2022-05-04,Deadlift,Back,60.0,kgs,8,,,,""
2022-05-04,Deadlift,Back,80.0,kgs,5,,,,""
2022-05-04,Deadlift,Back,90.0,kgs,3,,,,""
2022-05-04,Deadlift,Back,100.0,kgs,1,,,,""
2022-05-04,Incline Dumbbell Fly,Chest,12.5,kgs,8,,,,""
2022-05-04,Incline Dumbbell Fly,Chest,12.5,kgs,10,,,,""
2022-05-04,Incline Dumbbell Fly,Chest,12.5,kgs,10,,,,""
2022-05-06,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-05-06,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-05-06,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-05-06,Overhead Press,Shoulders,40.0,kgs,5,,,,"feels weak touch and go -- form not strict"
2022-05-06,Overhead Press,Shoulders,40.0,kgs,4,,,,""
2022-05-06,Overhead Press,Shoulders,37.5,kgs,5,,,,""
2022-05-06,Overhead Press,Shoulders,37.5,kgs,5,,,,""
2022-05-06,Barbell Squat,Legs,20.0,kgs,12,,,,""
2022-05-06,Barbell Squat,Legs,40.0,kgs,8,,,,""
2022-05-06,Barbell Squat,Legs,60.0,kgs,5,,,,""
2022-05-06,Barbell Squat,Legs,70.0,kgs,5,,,,""
2022-05-06,Barbell Squat,Legs,75.0,kgs,5,,,,""
2022-05-06,Barbell Squat,Legs,75.0,kgs,5,,,,""
2022-05-06,Barbell Squat,Legs,75.0,kgs,5,,,,""
2022-05-06,Chin Up,Back,0.0,kgs,5,,,,""
2022-05-06,Chin Up,Back,5.0,kgs,5,,,,""
2022-05-06,Chin Up,Back,5.0,kgs,5,,,,""
2022-05-06,Chin Up,Back,5.0,kgs,8,,,,"last ~3 reps grinded"
2022-05-06,Lateral Dumbbell Raise,Shoulders,8.0,kgs,12,,,,""
2022-05-06,Lateral Dumbbell Raise,Shoulders,8.0,kgs,15,,,,"last 3 reps were 7kg"
2022-05-06,Lateral Dumbbell Raise,Shoulders,7.0,kgs,15,,,,"rested before last 3 reps"
2022-05-06,Dumbbell Overhead Triceps Extension,Triceps,7.0,kgs,15,,,,""
2022-05-06,Dumbbell Overhead Triceps Extension,Triceps,7.0,kgs,15,,,,""
2022-05-06,Dumbbell Overhead Triceps Extension,Triceps,7.0,kgs,15,,,,""
2022-05-06,Barbell skullcrushers,Triceps,10.0,kgs,15,,,,""
2022-05-06,Barbell skullcrushers,Triceps,10.0,kgs,15,,,,""
2022-05-06,Barbell skullcrushers,Triceps,10.0,kgs,15,,,,""
2022-05-06,Cable Face Pull,Shoulders,12.5,kgs,12,,,,""
2022-05-06,Dumbbell Curl,Biceps,8.0,kgs,10,,,,""
2022-05-06,Cable Face Pull,Shoulders,12.5,kgs,12,,,,""
2022-05-06,Dumbbell Curl,Biceps,8.0,kgs,10,,,,""
2022-05-09,Flat Barbell Bench Press,Chest,20.0,kgs,8,,,,""
2022-05-09,Flat Barbell Bench Press,Chest,30.0,kgs,8,,,,""
2022-05-09,Flat Barbell Bench Press,Chest,40.0,kgs,8,,,,""
2022-05-09,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,,""
2022-05-09,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,"elbows flaring out some,"
2022-05-09,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,"RPE 8"
2022-05-09,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-09,Flat Barbell Bench Press,Chest,60.0,kgs,4,,,,""
2022-05-09,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-05-09,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-05-09,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-05-09,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-05-09,Overhead Press,Shoulders,40.0,kgs,3,,,,""
2022-05-09,Pendlay Row,Back,40.0,kgs,8,,,,""
2022-05-09,Pendlay Row,Back,40.0,kgs,8,,,,""
2022-05-09,Pendlay Row,Back,50.0,kgs,8,,,,"rested couple seconds before last 3 reps/no pause"
2022-05-09,Pendlay Row,Back,50.0,kgs,8,,,,"from floor each rep"
2022-05-09,Pendlay Row,Back,50.0,kgs,8,,,,""
2022-05-09,Barbell Squat,Legs,20.0,kgs,12,,,,""
2022-05-09,Barbell Squat,Legs,60.0,kgs,5,,,,"lil heavy/rushing sets, minimal rest time"
2022-05-09,Barbell Squat,Legs,70.0,kgs,3,,,,""
2022-05-09,Barbell Squat,Legs,77.5,kgs,5,,,,"RPE 8.3"
2022-05-09,Barbell Squat,Legs,77.5,kgs,5,,,,""
2022-05-09,Barbell Squat,Legs,77.5,kgs,5,,,,""
2022-05-11,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2022-05-11,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-05-11,Overhead Press,Shoulders,30.0,kgs,5,,,,""
2022-05-11,Overhead Press,Shoulders,35.0,kgs,3,,,,""
2022-05-11,Overhead Press,Shoulders,40.0,kgs,5,,,,""
2022-05-11,Overhead Press,Shoulders,40.0,kgs,5,,,,"keeping elbows in front help with grinding - RPE 8.5 but no back rounding"
2022-05-11,Overhead Press,Shoulders,40.0,kgs,5,,,,"upper back rounding grind - RPE9"
2022-05-11,Overhead Press,Shoulders,40.0,kgs,4,,,,""
2022-05-11,Overhead Press,Shoulders,42.5,kgs,3,,,,""
2022-05-11,Overhead Press,Shoulders,45.0,kgs,0,,,,"heavy af"
2022-05-11,Chin Up,Back,0.0,kgs,5,,,,""
2022-05-11,Chin Up,Back,5.0,kgs,5,,,,""
2022-05-11,Chin Up,Back,5.0,kgs,5,,,,""
2022-05-11,Chin Up,Back,5.0,kgs,5,,,,""
2022-05-11,Chin Up,Back,6.5,kgs,5,,,,""
2022-05-11,Chin Up,Back,0.0,kgs,5,,,,""
2022-05-11,Lateral Dumbbell Raise,Shoulders,8.0,kgs,12,,,,""
2022-05-11,Lateral Dumbbell Raise,Shoulders,8.0,kgs,12,,,,""
2022-05-12,Barbell Squat,Legs,20.0,kgs,12,,,,""
2022-05-12,Barbell Squat,Legs,40.0,kgs,8,,,,""
2022-05-12,Barbell Squat,Legs,60.0,kgs,5,,,,""
2022-05-12,Barbell Squat,Legs,80.0,kgs,5,,,,""
2022-05-12,Barbell Squat,Legs,80.0,kgs,5,,,,""
2022-05-12,Barbell Squat,Legs,80.0,kgs,5,,,,""
2022-05-12,Barbell Squat,Legs,80.0,kgs,5,,,,""
2022-05-12,Barbell Squat,Legs,80.0,kgs,5,,,,""
2022-05-12,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-05-12,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-05-12,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-05-12,Overhead Press,Shoulders,30.0,kgs,8,,,,""
2022-05-12,Deadlift,Back,50.0,kgs,8,,,,""
2022-05-12,Deadlift,Back,65.0,kgs,5,,,,""
2022-05-12,Deadlift,Back,80.0,kgs,5,,,,""
2022-05-12,Deadlift,Back,100.0,kgs,3,,,,""
2022-05-13,Flat Barbell Bench Press,Chest,20.0,kgs,8,,,,""
2022-05-13,Flat Barbell Bench Press,Chest,40.0,kgs,8,,,,""
2022-05-13,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-13,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,"RPE 7.5 - not slow but didn't feel super tight"
2022-05-13,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-13,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-13,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,"bounced the reps on last set"
2022-05-13,Pendlay Row,Back,40.0,kgs,5,,,,""
2022-05-13,Pendlay Row,Back,50.0,kgs,5,,,,""
2022-05-13,Pendlay Row,Back,60.0,kgs,5,,,,""
2022-05-13,Pendlay Row,Back,60.0,kgs,5,,,,""
2022-05-13,Pendlay Row,Back,60.0,kgs,5,,,,""
2022-05-13,Pendlay Row,Back,60.0,kgs,5,,,,""
2022-05-13,Pendlay Row,Back,60.0,kgs,5,,,,""
2022-05-13,Incline Dumbbell Bench Press,Chest,17.5,kgs,8,,,,""
2022-05-13,Incline Dumbbell Bench Press,Chest,17.5,kgs,8,,,,""
2022-05-13,Incline Dumbbell Bench Press,Chest,20.0,kgs,8,,,,""
2022-05-13,Incline Dumbbell Bench Press,Chest,20.0,kgs,8,,,,""
2022-05-13,Lat Pulldown,Back,40.0,kgs,10,,,,""
2022-05-13,Dumbbell Curl,Biceps,9.0,kgs,10,,,,""
2022-05-13,Barbell Curl,Biceps,15.0,kgs,12,,,,""
2022-05-13,Lat Pulldown,Back,40.0,kgs,8,,,,""
2022-05-13,Dumbbell Curl,Biceps,9.0,kgs,10,,,,""
2022-05-13,Barbell Curl,Biceps,15.0,kgs,12,,,,""
2022-05-13,Lat Pulldown,Back,40.0,kgs,10,,,,""
2022-05-13,Dumbbell Curl,Biceps,9.0,kgs,10,,,,""
2022-05-13,Barbell Curl,Biceps,15.0,kgs,12,,,,""
2022-05-13,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,,""
2022-05-16,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-05-16,Overhead Press,Shoulders,20.0,kgs,8,,,,""
2022-05-16,Overhead Press,Shoulders,30.0,kgs,5,,,,""
2022-05-16,Overhead Press,Shoulders,35.0,kgs,3,,,,""
2022-05-16,Overhead Press,Shoulders,40.0,kgs,5,,,,""
2022-05-16,Overhead Press,Shoulders,40.0,kgs,5,,,,""
2022-05-16,Overhead Press,Shoulders,40.0,kgs,5,,,,""
2022-05-16,Overhead Press,Shoulders,40.0,kgs,5,,,,""
2022-05-16,Overhead Press,Shoulders,40.0,kgs,5,,,,""
2022-05-16,Overhead Press,Shoulders,42.5,kgs,3,,,,""
